N_Nos_Layer1;N_Nos_Layer2;N_Nos_Layer3;EPOCAS;MSE;RMSE;MAE;MAPE;Duracao
100;86;46;250;69277,03672;263,2053129;121,177354;2,054492465;67,7446878
100;86;44;250;71553,09106;267,4940954;124,0358759;2,105116997;66,5899961
100;86;42;250;71799,3955;267,9540921;117,0960197;2,053525323;66,74498463
100;86;40;250;72038,12456;268,3991888;131,0443192;2,129836462;66,7630465
100;86;38;250;71360,27283;267,1334364;120,9356552;2,07742091;66,3945694
100;86;36;250;72617,5572;269,4764502;125,4820432;2,120053534;66,50074053
100;86;34;250;75365,76045;274,5282507;123,1233086;2,103152;66,29388547
100;86;32;250;77616,19059;278,5968245;119,6728159;2,077702329;65,90877724
100;86;30;250;62694,31082;250,38832;85,22368159;1,766510577;66,13171577
100;86;28;250;67231,41333;259,2902106;122,4480658;2,063198161;66,48239422
100;86;26;250;65199,0615;255,341069;93,00498145;1,860810586;66,18706489
100;86;24;250;64411,21766;253,7936517;93,76157289;1,850301171;66,76163745
100;86;22;250;63926,69568;252,8372909;85,18837306;1,773097381;66,74455714
100;86;20;250;69927,12427;264,4373731;111,6554645;2,005789061;67,38898587
100;86;18;250;61926,7133;248,8507852;90,04172017;1,813271011;66,84795213
100;86;16;250;70113,48884;264,789518;114,2947474;2,033231597;67,11551189
100;86;14;250;69887,03165;264,3615548;108,1644542;1,976901307;66,41611409
100;86;12;250;64783,3371;254,5257101;104,6359631;1,937712281;66,1929419
100;86;10;250;65316,02231;255,5699949;98,74979428;1,89193645;65,55185843
100;86;8;250;64444,50355;253,85922;104,7929533;1,925217963;66,44389439
100;84;100;250;72617,0978;269,4755978;122,5563495;2,069200125;69,38122272
100;84;98;250;67183,45104;259,1977065;84,01526914;1,767366338;70,37956667
100;84;96;250;70758,97681;266,0055955;136,7144518;2,183641641;70,44387054
100;84;94;250;71448,91141;267,2992918;134,9469331;2,187923559;69,57280278
100;84;92;250;73256,35582;270,6591137;138,6624258;2,193882083;68,53962517
100;84;90;250;68224,69295;261,19857;115,3294212;2,030538854;68,2058742
100;84;88;250;73629,32502;271,3472407;138,481886;2,215456444;69,296731
100;84;86;250;68712,48939;262,1306724;127,6550764;2,112207272;69,53506446
100;84;84;250;71662,42239;267,6983795;135,7750879;2,192691247;66,35379648
100;84;82;250;70654,56223;265,8092591;133,8985652;2,177426719;68,72949934
100;84;80;250;82810,88653;287,7688074;149,842744;2,323989098;68,18144846
100;84;78;250;69823,34354;264,2410709;123,7544687;2,083490959;67,20321703
100;84;76;250;62224,37058;249,448132;87,86440239;1,797548036;66,93790674
100;84;74;250;74157,53566;272,3188125;138,8939111;2,230380126;66,7203784
100;84;72;250;64716,99449;254,3953508;94,49548911;1,867565223;66,64863753
100;84;70;250;77302,46084;278,033201;145,0579286;2,276161047;68,24381423
100;84;68;250;66599,9022;258,0695685;129,2358948;2,102007296;66,72882175
100;84;66;250;71699,14431;267,766959;125,4427026;2,111208431;66,91320515
100;84;64;250;71367,96421;267,1478321;133,7774503;2,15919834;66,91958761
100;84;62;250;75142,70386;274,1216953;133,6852853;2,182505667;66,59230471
100;84;60;250;65653,18937;256,2287833;114,5485561;2,01403477;66,83235312
100;84;58;250;60236,70622;245,4316732;90,58618708;1,796262293;67,26910782
100;84;56;250;72471,12749;269,2046201;132,6518979;2,161706442;68,55452251
100;84;54;250;65023,14415;254,996361;117,2829106;2,027808004;68,825598
100;84;52;250;62238,61949;249,4766913;85,25547772;1,764132442;69,24166346
100;84;50;250;71517,40948;267,427391;123,4260602;2,081957901;69,84646368
100;84;48;250;72159,29417;268,6248205;129,4299903;2,1366888;68,83328748
100;84;46;250;63586,5753;252,1637867;97,96473697;1,870591283;68,32278967
100;84;44;250;58178,76838;241,2027537;86,78929317;1,754528757;67,45835304
100;84;42;250;69660,54222;263,9328366;116,9723323;2,04734228;71,59325361
100;84;40;250;67712,49927;260,2162548;106,1556548;1,95861679;73,12537432
100;84;38;250;64440,76097;253,8518485;109,9406909;1,96147668;73,11897516
100;84;36;250;67579,72675;259,9610101;113,6780907;2,01399153;70,00325704
100;84;34;250;67822,24653;260,4270465;102,2640462;1,924031718;77,32941341
100;84;32;250;69503,9988;263,6361106;108,2349393;1,969985693;84,8996892
100;84;30;250;69821,29755;264,2371994;102,7854575;1,933231332;85,59574437
100;84;28;250;76313,92392;276,2497492;125,0725459;2,119942052;84,36137772
100;84;26;250;88016,47238;296,6757024;177,2903415;2,609887985;83,19211221
100;84;24;250;71475,6994;267,3493957;116,7633009;2,045535068;79,4047997
100;84;22;250;71042,74929;266,5384574;108,086348;1,978457115;73,95665193
100;84;20;250;65856,57259;256,6253545;104,026854;1,965431679;72,03898954
100;84;18;250;67080,15487;258,9983685;105,7252721;1,950839229;67,1439991
100;84;16;250;69748,80483;264,0999902;124,6266502;2,086082312;68,23887134
100;84;14;250;68873,52986;262,4376685;112,7713825;2,014148109;68,25780916
100;84;12;250;70135,86949;264,8317758;118,7402341;2,04363905;67,65490437
100;84;10;250;62656,61233;250,3130287;98,76383565;1,876539544;68,37553954
100;84;8;250;70130,87771;264,8223512;109,5285802;1,996482617;68,73087168
100;82;100;250;69635,42081;263,8852417;100,5332691;1,907817926;76,77358079
100;82;98;250;76131,02869;275,9185182;135,6551364;2,207131257;72,85167789
100;82;96;250;70780,2689;266,0456143;130,8220556;2,142120373;74,22022152
100;82;94;250;81897,34009;286,1771132;139,2077725;2,231796967;69,41874909
100;82;92;250;71822,68855;267,9975533;131,9637491;2,163154977;70,9954071
100;82;90;250;73732,73738;271,5377274;128,1627761;2,125900992;89,43342519
100;82;88;250;72066,08649;268,451274;118,8289062;2,0573301;86,84620643
100;82;86;250;73727,39088;271,5278823;128,6480694;2,135589994;89,16460943
100;82;84;250;71444,80291;267,2916065;130,134986;2,143147219;88,20294785
100;82;82;250;81133,62875;284,8396545;141,1838741;2,222757295;88,03900671
100;82;80;250;70554,33787;265,6206654;129,1072825;2,132994708;87,28050232
100;82;78;250;75350,8185;274,5010355;135,0021873;2,204798228;85,21703672
100;82;76;250;68139,30138;261,0350578;118,2802568;2,041633967;85,74927616
100;82;74;250;79622,91236;282,175322;149,6368886;2,336048363;86,51060939
100;82;72;250;70358,64107;265,2520331;123,5589956;2,094787668;85,99153471
100;82;70;250;72078,11732;268,4736809;132,8708895;2,154533858;84,605582
100;82;68;250;68321,42305;261,3836702;115,3326842;2,03270392;84,24018383
100;82;66;250;80335,12272;283,4345122;131,7187639;2,186642481;85,32970834
100;82;64;250;62620,00643;250,2398978;93,84305309;1,816935554;87,00409555
100;82;62;250;70371,17341;265,2756555;124,8028451;2,097127018;84,92837429
100;82;60;250;79392,73152;281,7671583;125,9939621;2,132798897;84,80422425
100;82;58;250;65836,51958;256,586281;94,9309343;1,887712215;86,13729739
100;82;56;250;63642,0204;252,2737014;93,86252109;1,839731651;85,66253448
100;82;54;250;71129,42357;266,7010003;132,1766701;2,138135516;85,90656948
100;82;52;250;64610,27748;254,1855178;90,9604516;1,812728724;84,34325194
100;82;50;250;74347,21652;272,66686;146,2100254;2,266677061;80,76429987
100;82;48;250;66022,03861;256,9475406;118,2242417;2,041323113;67,52601385
100;82;46;250;70416,48304;265,3610428;124,7584357;2,09879269;67,4710145
100;82;44;250;70422,72501;265,3728038;118,0048494;2,054235353;66,20297146
100;82;42;250;59545,83651;244,0201559;85,47730167;1,753067801;67,4984808
100;82;40;250;83897,43629;289,6505417;172,9578767;2,550311671;67,07727098
100;82;38;250;67848,29139;260,4770458;118,7097335;2,047544372;66,83154392
100;82;36;250;69792,73368;264,1831442;94,36084489;1,890834571;66,06201148
100;82;34;250;69265,30442;263,1830246;131,46536;2,149990035;66,40550923
100;82;32;250;65226,96708;255,3957068;103,1099497;1,920493885;66,65632677
100;82;30;250;63831,79797;252,6495556;87,00941277;1,786226837;68,52105379
100;82;28;250;75767,95007;275,2597865;145,8745069;2,298930253;67,04687786
100;82;26;250;72784,82839;269,7866349;109,1317737;1,996227384;66,38857889
100;82;24;250;64482,8847;253,934804;108,5634437;1,957447772;65,51301432
100;82;22;250;66689,99918;258,244069;95,54264796;1,877757237;67,63457656
100;82;20;250;72305,54391;268,896902;125,4111112;2,116364363;66,91973519
100;82;18;250;61672,60847;248,3397038;102,820729;1,90268377;80,68277574
100;82;16;250;73721,99034;271,5179374;128,8270887;2,144486481;91,72392249
100;82;14;250;64451,91332;253,8738138;113,0472003;1,980331963;87,56915021
100;82;12;250;63549,96865;252,0911911;104,4676109;1,920429835;72,42485905
100;82;10;250;65875,95261;256,6631111;96,97340103;1,871544735;67,14788818
100;82;8;250;66312,4842;257,512105;103,1413841;1,928691002;68,05088115
100;80;100;250;74609,00843;273,1464963;127,4638482;2,129037352;78,86698914
100;80;98;250;62189,57714;249,3783815;88,46606444;1,814204766;80,83830547
100;80;96;250;75850,11092;275,4089884;125,5730322;2,115744849;83,11658168
100;80;94;250;72548,40419;269,3481097;126,2572671;2,120311751;85,49599695
100;80;92;250;76003,62583;275,6875511;103,9138899;1,985473965;82,72702217
100;80;90;250;68853,88892;262,4002457;129,1326981;2,10211344;84,40125561
100;80;88;250;65436,42491;255,8054435;98,12159827;1,900237716;81,55665684
100;80;86;250;71306,55604;267,0328745;134,5472779;2,146182359;80,84809995
100;80;84;250;73914,8313;271,8728219;128,6117388;2,142513026;81,56473517
100;80;82;250;71313,62707;267,0461141;124,7086909;2,106329766;79,90689993
100;80;80;250;63569,48436;252,1298958;100,5077149;1,884096071;69,66667604
100;80;78;250;72579,87556;269,4065247;129,8354443;2,144916287;69,55886602
100;80;76;250;70631,04671;265,7650216;122,5373967;2,091057281;68,86032081
100;80;74;250;67162,93871;259,1581346;87,29142769;1,794319442;67,92452025
100;80;72;250;71009,21269;266,4755386;138,5365616;2,199064294;68,28924465
100;80;70;250;70429,75252;265,3860443;127,735966;2,130821207;67,08520651
100;80;68;250;73114,91452;270,397697;121,4741984;2,086771935;66,89184523
100;80;66;250;74048,18566;272,1179628;146,5227813;2,266310157;67,23142719
100;80;64;250;71592,92474;267,5685421;122,824732;2,089685101;67,09152246
100;80;62;250;73275,41156;270,6943139;124,6719368;2,107582933;65,96169615
100;80;60;250;67272,70784;259,3698283;98,18941802;1,924894656;67,01338291
100;80;58;250;68828,46298;262,3517924;120,6098229;2,070867139;68,66496849
100;80;56;250;70820,55985;266,1213254;145,6648135;2,251636319;66,97710586
100;80;54;250;70186,23873;264,9268554;119,8158807;2,066642909;70,72708654
100;80;52;250;72839,92732;269,8887314;124,3953844;2,115282105;70,62808561
100;80;50;250;69433,13087;263,5016715;130,5557712;2,120405162;67,06861067
100;80;48;250;62663,02081;250,3258293;87,00169813;1,771553519;66,44122076
100;80;46;250;80022,40398;282,8823147;118,4039891;2,071889745;67,25360823
100;80;44;250;68346,0339;261,430744;120,9893134;2,068821253;66,01557922
100;80;42;250;63440,90726;251,8747849;104,0288021;1,915554098;66,54915071
100;80;40;250;61869,56802;248,7359404;87,07674104;1,76883593;66,36005044
100;80;38;250;70140,43904;264,840403;111,4920299;2,005928972;66,67576003
100;80;36;250;68464,92692;261,6580343;118,5445662;2,052087279;66,82709503
100;80;34;250;68915,45274;262,5175284;118,1341243;2,054614048;66,89311004
100;80;32;250;67996,1392;260,7606934;129,5208714;2,127210215;66,8672514
100;80;30;250;70899,71232;266,2699989;130,7510997;2,129410908;67,23194742
100;80;28;250;68755,91033;262,2134824;124,3688922;2,082463146;67,81535244
100;80;26;250;68472,87121;261,6732145;118,1562649;2,047269091;66,88938165
100;80;24;250;66004,14997;256,9127283;112,645228;1,983961199;66,30659771
100;80;22;250;69648,3338;263,9097077;114,9253973;2,026987328;67,75278878
100;80;20;250;69575,07164;263,7708696;113,8353744;2,024450966;67,145854
100;80;18;250;75971,12465;275,6285991;113,2410762;2,040371812;67,33600497
100;80;16;250;74666,91686;273,2524782;124,0375087;2,102261607;65,83056474
100;80;14;250;62272,66997;249,5449258;86,99067598;1,774200293;65,49500084
100;80;12;250;64999,715;254,9504168;102,4282737;1,923051364;66,9760623
100;80;10;250;69877,14896;264,3428625;113,6781283;2,019857197;66,94932961
100;80;8;250;69677450,18;8347,30197;8417,362361;99,97647697;66,06154156
100;78;100;250;72146,77015;268,6015081;144,4110647;2,236131496;69,0869348
100;78;98;250;76802,68547;277,1329743;144,5449662;2,270290596;70,15965867
100;78;96;250;70197,34815;264,9478216;117,6323773;2,054020545;68,92536283
100;78;94;250;70680,27081;265,8576138;130,5272476;2,142453032;69,8516767
100;78;92;250;64930,91294;254,8154488;92,97985523;1,855381746;69,88382363
100;78;90;250;75790,65194;275,3010206;135,0724257;2,203036323;67,89754868
100;78;88;250;72023,58103;268,3720944;121,5299545;2,082598432;68,95344305
100;78;86;250;75075,43242;273,9989643;133,1083252;2,181809496;69,79049397
100;78;84;250;62951,56525;250,9015051;83,56772598;1,760527447;68,44623351
100;78;82;250;76090,28804;275,844681;137,6848095;2,209313651;68,6216774
100;78;80;250;72685,90733;269,6032406;134,84823;2,184807072;68,79438114
100;78;78;250;72679,85568;269,5920171;145,8726363;2,264770434;68,74508858
100;78;76;250;73038,20982;270,2558229;135,3105825;2,17820609;67,54312992
100;78;74;250;76656,93217;276,8698831;149,3577374;2,295473586;67,15231538
100;78;72;250;68451,5262;261,6324257;125,4773159;2,10503269;68,65769768
100;78;70;250;63978,04198;252,9388107;85,39352027;1,779551518;68,3362236
100;78;68;250;61937,6235;248,8727054;87,19926518;1,786499466;67,67107105
100;78;66;250;72775,78269;269,7698699;130,2941567;2,153557405;68,16204453
100;78;64;250;77354,45609;278,1266907;135,0174203;2,204224368;67,07883716
100;78;62;250;68695,08969;262,0974813;99,54848849;1,922720206;67,99301291
100;78;60;250;74830,41666;273,5514881;112,8918758;2,028132355;66,71936178
100;78;58;250;66678,0676;258,2209666;102,6280417;1,94758781;67,61680222
100;78;56;250;61246,32264;247,4799439;87,42030966;1,782470022;66,86120892
100;78;54;250;65685,21529;256,2912704;120,5007817;2,045373392;66,86909747
100;78;52;250;70481,23182;265,4830161;131,7347089;2,158127692;67,33330154
100;78;50;250;66869,09641;258,5905961;112,2521058;2,003991257;67,38523197
100;78;48;250;71890,23006;268,1235351;123,9681835;2,102549965;67,21214533
100;78;46;250;69398,5378;263,4360222;121,1204904;2,074625019;67,66123629
100;78;44;250;68449,73738;261,6290072;120,9284028;2,071893381;67,1790719
100;78;42;250;67361,06492;259,5401027;117,1644993;2,022846892;67,67734051
100;78;40;250;71797,66749;267,9508677;125,6018309;2,103248931;66,32799697
100;78;38;250;70627,92162;265,7591421;123,337362;2,089932164;66,44463587
100;78;36;250;69857,89251;264,3064368;109,325687;1,992646803;64,93477201
100;78;34;250;68904,49906;262,4966649;127,8122908;2,103593242;66,88558936
100;78;32;250;69444,99337;263,5241799;117,3774646;2,043340721;66,25847197
100;78;30;250;70570,27036;265,6506547;117,1713519;2,048693593;66,72528076
100;78;28;250;72931,97504;270,0592065;125,6140231;2,113781287;67,30002141
100;78;26;250;65477,25072;255,8852296;120,637259;2,032640077;66,7138207
100;78;24;250;70168,08398;264,8925895;125,9820818;2,104676957;68,866642
100;78;22;250;67366,92118;259,5513845;105,0830443;1,948139403;66,03589535
100;78;20;250;68622,0601;261,9581266;101,4310515;1,946206859;67,15360928
100;78;18;250;64344,39346;253,6619669;109,5751889;1,959123144;66,27252245
100;78;16;250;66898,89615;258,6482092;102,984314;1,928818103;66,58422685
100;78;14;250;70971,35182;266,4044891;115,6923385;2,042053211;67,24128509
100;78;12;250;68417,42596;261,5672494;107,4148299;1,976934549;66,84996963
100;78;10;250;65992,33446;256,8897321;111,0991466;1,98762623;66,9229691
100;78;8;250;65310,76298;255,5597053;106,7247115;1,955058971;66,98217702
100;76;100;250;70006,21034;264,5868673;129,211226;2,130004592;69,96463656
100;76;98;250;76706,93806;276,9601741;125,5436482;2,124899326;66,84394765
100;76;96;250;67950,03336;260,6722719;127,6092324;2,105992759;67,26049662
100;76;94;250;70331,34678;265,2005784;120,5696465;2,07009406;67,92865658
100;76;92;250;82444,65802;287,1317781;130,4801354;2,171699784;68,76476312
100;76;90;250;75335,07789;274,4723627;135,097638;2,196555022;67,04992366
100;76;88;250;66710,726;258,2841962;128,9624512;2,102635707;66,63838959
100;76;86;250;81478,69803;285,4447373;148,6152826;2,340971136;66,29477048
100;76;84;250;70477,62888;265,4762303;121,4482346;2,081498497;67,0472672
100;76;82;250;63551,84457;252,0949118;90,13502799;1,803067135;67,06219864
100;76;80;250;70418,38476;265,3646261;96,33459467;1,87400649;67,09112787
100;76;78;250;67587,4108;259,9757889;129,6060596;2,111101069;66,38674068
100;76;76;250;65528,00073;255,984376;100,1806873;1,93371629;65,69236374
100;76;74;250;72375,96298;269,0278108;118,2056596;2,066645582;66,20664024
100;76;72;250;65297,36146;255,533484;104,4295451;1,920451467;66,34200287
100;76;70;250;71532,36081;267,4553436;137,1133135;2,202990213;65,51106095
100;76;68;250;70379,44542;265,2912464;127,5868655;2,095177732;65,97133255
100;76;66;250;67883,71658;260,5450375;118,4576204;2,058336319;66,36631417
100;76;64;250;73339,32471;270,8123422;120,5157353;2,087386585;66,45260835
100;76;62;250;69063,19526;262,7987733;122,0686885;2,077763206;66,03513002
100;76;60;250;64569,30974;254,1049188;86,89521948;1,792934217;65,88250065
100;76;58;250;72556,80395;269,363702;145,7511183;2,262580052;65,27594471
100;76;56;250;70096,30345;264,757065;122,3960505;2,086740526;65,44829178
100;76;54;250;67536,74768;259,8783324;130,5261478;2,128846706;65,35854816
100;76;52;250;69195,17863;263,0497645;128,3439347;2,130631093;66,29069686
100;76;50;250;68067,34119;260,8971851;122,7439719;2,075788545;65,54877996
100;76;48;250;68691,41556;262,0904721;139,1018717;2,182043429;65,23208189
100;76;46;250;63552,83623;252,0968787;93,58557501;1,864210925;64,29805398
100;76;44;250;64276,27306;253,5276574;101,1261941;1,897045431;65,43833542
100;76;42;250;66773,11654;258,4049468;109,6415967;1,972741304;65,23290682
100;76;40;250;66419,84914;257,7204865;102,21953;1,938169401;65,62359929
100;76;38;250;68221,27142;261,1920202;121,6604125;2,07417261;65,49080467
100;76;36;250;69769,79156;264,1397198;126,2355402;2,091716183;65,57515645
100;76;34;250;75387,59675;274,5680184;136,3499799;2,198835458;65,9971714
100;76;32;250;70544,76169;265,6026387;122,4130331;2,071799438;64,98511457
100;76;30;250;61758,85438;248,5132881;86,19906033;1,774168907;65,93928885
100;76;28;250;68981,73737;262,6437461;116,8788323;2,038375846;65,52294803
100;76;26;250;67529,01728;259,8634589;106,0618491;1,955635697;65,72766805
100;76;24;250;70257,49413;265,0613026;115,9026031;2,04091115;65,12097669
100;76;22;250;68493,49133;261,7126121;110,4412912;1,990190337;65,08699822
100;76;20;250;64068,23879;253,1170456;104,3690149;1,931844535;66,14712143
100;76;18;250;66724,35776;258,3105839;121,1200965;2,05691162;65,48012805
100;76;16;250;61654,90028;248,3040481;91,99204216;1,81439046;64,35759997
100;76;14;250;67175,36482;259,1821074;111,7277048;1,9927889;70,05242515
100;76;12;250;66543,11489;257,9595218;114,5301426;1,996775746;67,79040146
100;76;10;250;66066,6522;257,0343405;108,8662732;1,958910322;67,76430726
100;76;8;250;70551,63406;265,6155757;109,6678693;1,989276579;67,95449352
100;74;100;250;72935,64444;270,0660002;127,4951296;2,134337697;69,86914682
100;74;98;250;62462,27971;249,924548;83,34818018;1,762820298;69,38296843
100;74;96;250;77442,45853;278,2848514;146,3344273;2,308641734;69,46583772
100;74;94;250;60399,92233;245,7639565;88,07158979;1,780684597;66,77524829
100;74;92;250;60634,58632;246,2409111;86,35099941;1,767801368;69,09734726
100;74;90;250;73982,19362;271,9966794;128,3667856;2,138988219;68,30025244
100;74;88;250;63284,49144;251,5640901;101,5286004;1,929471147;68,70367002
100;74;86;250;70861,87129;266,1989318;128,0741022;2,130676183;66,00614285
100;74;84;250;69122,7228;262,9120058;124,8971628;2,071070986;68,56506515
100;74;82;250;65770,23;256,4570724;117,6643727;2,02802558;66,80803776
100;74;80;250;63737,29606;252,4624647;90,68904352;1,808770661;66,82999444
100;74;78;250;62770,33281;250,5400822;90,83405882;1,807881986;65,37464738
100;74;76;250;76570,22194;276,7132486;155,312411;2,361355411;68,28411222
