SK_PONTO;Best Params;N_Past_Vl;MSE;RMSE;MAE;MAPE;Duration
5; LSTM(100,90,96);1;3923.1782654256667;62.63527971858725;29.606137695312498;4.854375515541512;118.27928161621094
5; LSTM(100,90,96);2;4197.173052042066;64.78559293579141;30.884460009765576;5.1448783390273345;141.89668083190918
5; LSTM(100,90,96);3;4300.419655849895;65.5775850108091;32.237580273437516;5.301826833129218;151.199444770813
5; LSTM(100,90,96);4;4274.1548384640555;65.37702072184122;30.63537080078123;5.1174560878020925;166.59435057640076
5; LSTM(100,90,96);5;4065.7416901615625;63.763168758787096;29.230197314453108;4.999235873328586;179.76922369003296
5; LSTM(100,90,96);6;4391.598476788067;66.26913668358799;32.17384584960939;5.303493759789957;195.5362367630005
6; LSTM(100,90,96);1;83386.33217296218;288.7669166870786;300.0351349817736;100.00035930954007;243.0763156414032
6; LSTM(100,90,96);2;81889.8150347223;286.1639652973838;299.2551665593031;99.37603248043787;269.8999762535095
6; LSTM(100,90,96);3;83176.02246525537;288.40253546953323;299.63343570233513;99.90222186285175;296.1553523540497
6; LSTM(100,90,96);4;82292.9421815279;286.86746448757117;299.7811912820322;99.44219840248113;300.4406633377075
6; LSTM(100,90,96);5;67764.17262856511;260.3155251393299;198.88256357820467;89.1987603643378;313.49784779548645
6; LSTM(100,90,96);6;60826.48991663952;246.63026966826177;187.96136741951716;84.53139782745814;315.4825530052185
7; LSTM(100,90,96);1;1570.6518351223;39.631450075947264;24.042722802734374;4.96546089759005;288.8663320541382
7; LSTM(100,90,96);2;1202.5148685841884;34.6772961544609;15.558444970703079;3.9491322879274744;314.19860219955444
7; LSTM(100,90,96);3;1327.169091103036;36.43033202021409;17.729646923828113;4.224883064590233;312.93727707862854
7; LSTM(100,90,96);4;1302.2179172833266;36.086256626080335;17.098022460937727;4.159263815708582;350.5089707374573
7; LSTM(100,90,96);5;1228.8818354673272;35.05541092994528;16.34818574218741;4.028094698131398;387.0718767642975
7; LSTM(100,90,96);6;1193.786277484447;34.551212388054445;15.621215820312273;3.97283585156381;403.2329580783844
11; LSTM(100,90,96);1;482.5442939205129;21.966890856935418;8.011175747575635;1.5269650754736355;391.51063442230225
11; LSTM(100,90,96);2;814.6486450142074;28.542050469687833;19.07748229368076;2.6279275820884482;177.5839376449585
11; LSTM(100,90,96);3;695.1761448110537;26.366193218040667;16.37219209971812;2.3484995230311343;158.68374109268188
11; LSTM(100,90,96);4;749.4760132462803;27.376559558247642;15.071797861716846;2.3524970555522144;153.81693744659424
11; LSTM(100,90,96);5;912.5514446705911;30.208466440231472;19.862232997144133;2.801284184480012;151.90494632720947
11; LSTM(100,90,96);6;788.5452640074461;28.081048128719235;14.903800013210628;2.40547481979294;189.7274091243744
12; LSTM(100,90,96);1;1442.0203871536037;37.97394352913065;25.7910502685547;8.766020009005057;156.1808681488037
12; LSTM(100,90,96);2;1340.4739351080857;36.61248332342517;19.348326440429673;8.451750455451958;162.46805357933044
12; LSTM(100,90,96);3;1596.6673504658618;39.958320165715946;24.55534802246092;8.82244972269485;157.40511512756348
12; LSTM(100,90,96);4;1216.2124677937145;34.87423788118838;17.794969140625;7.606593001473463;158.08185505867004
12; LSTM(100,90,96);5;1247.0147080252116;35.31309541834603;17.793454248046856;7.669236127062881;157.14767026901245
12; LSTM(100,90,96);6;1245.8357280720825;35.29639823086886;15.677900561523444;7.341242900135391;164.72739100456238
4; LSTM(100,90,96);1;2953.4595029082693;54.34574043021467;33.1554168945313;6.193437014089889;173.35628056526184
4; LSTM(100,90,96);2;2483.5051300095647;49.83477831805379;23.670962060546913;5.336870323751591;171.4702091217041
4; LSTM(100,90,96);3;2372.374822207272;48.707030521345395;18.741331689453148;4.9289492417374;160.8221640586853
4; LSTM(100,90,96);4;2186.0819663993425;46.75555546028025;20.67756582031251;4.931793686361569;162.0934681892395
4; LSTM(100,90,96);5;2259.676955849588;47.53605953220763;23.71969711914062;5.3662632485525465;154.9171838760376
4; LSTM(100,90,96);6;2333.713703692474;48.308526200790624;18.08834931640621;4.945975975761912;144.36278629302979
13; LSTM(100,90,96);1;36065.71562014423;189.90975651646818;63.59912109375;3.373206388290515;125.79355096817017
13; LSTM(100,90,96);2;34128.634721848735;184.73936971270834;63.39110937500004;3.336944426236971;125.72708749771118
13; LSTM(100,90,96);3;33218.703482174955;182.25998870343145;65.27017578124992;3.341655629189064;128.7787582874298
13; LSTM(100,90,96);4;33197.297077268355;182.20125432408076;67.26137890625;3.392909504080109;133.98140287399292
13; LSTM(100,90,96);5;32983.923219390155;181.61476597289703;68.06015820312496;3.386647206062985;127.27194309234619
13; LSTM(100,90,96);6;32799.76590916166;181.10705648638228;72.7038857421876;3.467850190991628;123.41579079627991
8; LSTM(100,90,96);1;92.43184610044464;9.614148225425103;8.320976464843739;4.403966472104896;119.30500340461731
8; LSTM(100,90,96);2;26.937183377905615;5.190104370617764;2.2122278976568452;1.6149373604674029;118.7320077419281
8; LSTM(100,90,96);3;67.58583172147917;8.221060255312521;5.475428259277351;3.4467839846784623;142.10562372207642
8; LSTM(100,90,96);4;91.88239440187057;9.585530470551465;8.284916845703123;4.5415158835080165;130.54780292510986
8; LSTM(100,90,96);5;21.100319333495342;4.593508390489272;1.4255088256835649;1.1994111301388115;120.11294770240784
8; LSTM(100,90,96);6;52.46555165318267;7.243310821246226;4.909918847656243;2.9456062163778176;120.57634091377258
1; LSTM(100,90,96);1;1689.4101282502033;41.10243457813908;5.187054443359614;2.3115024787060823;86.53187274932861
