SK_PONTO;freq;model;N_Past_Vl;MSE;RMSE;MAE;MAPE;Duration;Best_Params;SVR-LSTM;SVR-MLP;SVR;LSTM;ARIMA1;ARIMA2;MLP
7;3-Week;SVR-LSTM;5;163603880,87;12790,77;5148,28;17,17;14,5;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);17,17;999,0;999,0;999,0;999,0;999,0;999,0
7;3-Week;SVR-LSTM;6;167770292,92;12952,62;5292,26;17,35;15,3;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);17,35;999,0;999,0;999,0;999,0;999,0;999,0
7;3-Week;SVR-MLP;1;108533501,12;10417,94;4308,22;13,26;7,9;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;13,26;999,0;999,0;999,0;999,0;999,0
7;3-Week;SVR-MLP;2;108689256,22;10425,41;3371,89;13,05;9,8;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;13,05;999,0;999,0;999,0;999,0;999,0
7;3-Week;SVR-MLP;3;133073320,54;11535,74;3769,85;14,49;10,2;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;14,49;999,0;999,0;999,0;999,0;999,0
7;3-Week;SVR-MLP;4;143721349,61;11988,38;4699,29;15,58;10,8;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;15,58;999,0;999,0;999,0;999,0;999,0
7;3-Week;SVR-MLP;5;163742767,89;12796,2;5176,29;17,16;10,6;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;17,16;999,0;999,0;999,0;999,0;999,0
7;3-Week;SVR-MLP;6;167403332,71;12938,44;5123,94;17,35;11,5;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;17,35;999,0;999,0;999,0;999,0;999,0
7;3-Week;SVR;1;110520063,2;10512,85;4298,25;13,36;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;999,0;13,36;999,0;999,0;999,0;999,0
7;3-Week;SVR;2;111950193,12;10580,65;3464,51;13,2;0,2;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;999,0;13,2;999,0;999,0;999,0;999,0
7;3-Week;SVR;3;134040359,71;11577,58;3803,9;14,44;0,2;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;999,0;14,44;999,0;999,0;999,0;999,0
7;3-Week;SVR;4;137974958,42;11746,27;4699,87;15,02;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;999,0;15,02;999,0;999,0;999,0;999,0
7;3-Week;SVR;5;153866533,12;12404,29;5249,61;16,28;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;999,0;16,28;999,0;999,0;999,0;999,0
7;3-Week;SVR;6;155304698,66;12462,13;5256,11;16,3;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;999,0;16,3;999,0;999,0;999,0;999,0
8;3-Week;ARIMA1;1;16074742,92;4009,33;1688,99;5,47;0,8;ARIMA(2,0,1)(0,0,0);999,0;999,0;999,0;999,0;5,47;999,0;999,0
8;3-Week;ARIMA1;2;14674065,46;3830,67;1533,06;5,0;0,3;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;5,0;999,0;999,0
8;3-Week;ARIMA1;3;21819394,23;4671,12;2154,88;7,9;0,6;ARIMA(1,0,0)(0,0,0);999,0;999,0;999,0;999,0;7,9;999,0;999,0
8;3-Week;ARIMA1;4;14953280,92;3866,95;1483,97;4,84;0,3;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;4,84;999,0;999,0
8;3-Week;ARIMA1;5;15080143,76;3883,32;1491,99;4,86;0,4;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;4,86;999,0;999,0
8;3-Week;ARIMA1;6;15063363,59;3881,15;1489,33;4,85;0,6;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;4,85;999,0;999,0
8;3-Week;ARIMA2;1;15180666,54;3896,24;1561,82;5,03;0,2;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;999,0;5,03;999,0
8;3-Week;ARIMA2;2;15033596,58;3877,32;1565,73;5,04;0,4;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;999,0;5,04;999,0
8;3-Week;ARIMA2;3;15257827,61;3906,13;1514,48;4,88;0,4;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;999,0;4,88;999,0
8;3-Week;ARIMA2;4;15302645,53;3911,86;1515,35;4,89;0,4;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;999,0;4,89;999,0
8;3-Week;ARIMA2;5;15452888,8;3931,02;1503,16;4,84;0,6;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;999,0;4,84;999,0
8;3-Week;ARIMA2;6;15436962,88;3928,99;1501,82;4,83;0,5;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;999,0;4,83;999,0
8;3-Week;LSTM;1;15927728,75;3990,96;552,61;13,77;9,2; LSTM(100,96,90);999,0;999,0;999,0;13,77;999,0;999,0;999,0
8;3-Week;LSTM;2;15450884,62;3930,76;552,49;13,71;9,1; LSTM(100,96,90);999,0;999,0;999,0;13,71;999,0;999,0;999,0
8;3-Week;LSTM;3;15355637,89;3918,63;676,56;13,85;9,3; LSTM(100,96,90);999,0;999,0;999,0;13,85;999,0;999,0;999,0
8;3-Week;LSTM;4;15331514,43;3915,55;715,99;13,81;9,3; LSTM(100,96,90);999,0;999,0;999,0;13,81;999,0;999,0;999,0
8;3-Week;LSTM;5;15618722,77;3952,05;646,31;13,86;9,3; LSTM(100,96,90);999,0;999,0;999,0;13,86;999,0;999,0;999,0
8;3-Week;LSTM;6;15230212,27;3902,59;595,36;13,86;9,5; LSTM(100,96,90);999,0;999,0;999,0;13,86;999,0;999,0;999,0
8;3-Week;MLP;1;15909515,27;3988,67;559,82;13,77;21,9;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;13,77
8;3-Week;MLP;2;15393090,11;3923,4;522,0;13,65;18,9;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;13,65
8;3-Week;MLP;3;15633155,91;3953,88;545,47;13,81;17,7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;13,81
8;3-Week;MLP;4;15594623,59;3949,0;452,69;13,72;20,3;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;13,72
8;3-Week;MLP;5;15877316,09;3984,64;528,86;13,87;20,5;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;13,87
8;3-Week;MLP;6;16952671,01;4117,36;934,36;15,19;16,6;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;15,19
8;3-Week;SVR-LSTM;1;21746474,28;4663,31;1248,43;17,26;13,8;SVR-LSTM{'C': 1255555, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);17,26;999,0;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-LSTM;2;19122337,0;4372,91;1763,84;17,01;14,7;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-06, 'kernel': 'rbf'}-LSTM(100,96,90);17,01;999,0;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-LSTM;3;15221342,79;3901,45;899,54;14,61;12,0;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);14,61;999,0;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-LSTM;4;12194873,93;3492,12;850,43;13,29;9,4;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-06, 'kernel': 'rbf'}-LSTM(100,96,90);13,29;999,0;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-LSTM;5;17114936,61;4137,02;1264,69;16,14;10,9;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);16,14;999,0;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-LSTM;6;14447772,99;3801,02;762,8;14,35;7,8;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-06, 'kernel': 'rbf'}-LSTM(100,96,90);14,35;999,0;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-MLP;1;21636825,72;4651,54;1482,03;17,17;10,3;{'C': 1255555, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;17,17;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-MLP;2;19252712,37;4387,79;1233,66;16,32;9,5;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-06, 'kernel': 'rbf'};999,0;16,32;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-MLP;3;15547562,28;3943,04;859,71;14,93;10,8;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;14,93;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-MLP;4;12426034,28;3525,06;847,28;13,43;9,5;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-06, 'kernel': 'rbf'};999,0;13,43;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-MLP;5;17718681,2;4209,36;1407,19;16,5;11,6;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;16,5;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR-MLP;6;14475793,47;3804,71;745,17;14,34;7,0;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-06, 'kernel': 'rbf'};999,0;14,34;999,0;999,0;999,0;999,0;999,0
8;3-Week;SVR;1;15879593,41;3984,92;718,77;13,89;0,3;{'C': 1255555, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;999,0;13,89;999,0;999,0;999,0;999,0
8;3-Week;SVR;2;18152834,53;4260,61;1532,4;16,33;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-06, 'kernel': 'rbf'};999,0;999,0;16,33;999,0;999,0;999,0;999,0
8;3-Week;SVR;3;14717546,96;3836,35;855,67;14,21;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;999,0;14,21;999,0;999,0;999,0;999,0
8;3-Week;SVR;4;11477353,25;3387,82;848,56;12,47;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-06, 'kernel': 'rbf'};999,0;999,0;12,47;999,0;999,0;999,0;999,0
8;3-Week;SVR;5;16143470,6;4017,89;1362,92;15,18;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;999,0;15,18;999,0;999,0;999,0;999,0
8;3-Week;SVR;6;13805784,42;3715,61;952,04;13,68;0,1;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-06, 'kernel': 'rbf'};999,0;999,0;13,68;999,0;999,0;999,0;999,0
9;3-Week;ARIMA1;1;4570039172,0;67602,06;66255,37;2190,61;0,1;ARIMA(0,1,0)(0,0,0);999,0;999,0;999,0;999,0;2190,61;999,0;999,0
9;3-Week;ARIMA1;2;363413774,4;19063,41;11875,0;29,0;0,3;ARIMA(1,0,0)(0,0,0);999,0;999,0;999,0;999,0;29,0;999,0;999,0
9;3-Week;ARIMA1;3;395390886,2;19884,44;12324,25;32,37;0,4;ARIMA(1,0,0)(0,0,0);999,0;999,0;999,0;999,0;32,37;999,0;999,0
9;3-Week;ARIMA1;4;415788455,6;20390,89;13546,9;34,34;0,4;ARIMA(1,0,0)(0,0,0);999,0;999,0;999,0;999,0;34,34;999,0;999,0
9;3-Week;ARIMA1;5;438760048,5;20946,6;14565,26;36,84;0,5;ARIMA(1,0,0)(0,0,0);999,0;999,0;999,0;999,0;36,84;999,0;999,0
9;3-Week;ARIMA1;6;557420030,3;23609,74;19565,45;47,59;0,6;ARIMA(1,0,0)(0,0,0);999,0;999,0;999,0;999,0;47,59;999,0;999,0
9;3-Week;ARIMA2;1;10912011196,0;104460,57;103535,66;320,1;0,2;ARIMA(0,1,0)(0,0,0);999,0;999,0;999,0;999,0;999,0;320,1;999,0
9;3-Week;LSTM;1;152687489,73;12356,68;2342,86;23,2;8,7; LSTM(100,96,90);999,0;999,0;999,0;23,2;999,0;999,0;999,0
9;3-Week;LSTM;2;166499468,84;12903,47;3255,82;24,37;9,6; LSTM(100,96,90);999,0;999,0;999,0;24,37;999,0;999,0;999,0
9;3-Week;LSTM;3;172833656,47;13146,62;2595,07;24,85;9,0; LSTM(100,96,90);999,0;999,0;999,0;24,85;999,0;999,0;999,0
9;3-Week;LSTM;4;194730644,28;13954,59;3900,84;26,44;8,6; LSTM(100,96,90);999,0;999,0;999,0;26,44;999,0;999,0;999,0
9;3-Week;LSTM;5;178965915,93;13377,81;2748,49;25,55;8,6; LSTM(100,96,90);999,0;999,0;999,0;25,55;999,0;999,0;999,0
9;3-Week;LSTM;6;196463443,72;14016,54;2682,06;26,97;9,0; LSTM(100,96,90);999,0;999,0;999,0;26,97;999,0;999,0;999,0
9;3-Week;MLP;1;151510073,44;12308,94;2477,2;23,18;20,3;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;23,18
9;3-Week;MLP;2;161911362,42;12724,44;3265,72;24,05;16,5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;24,05
9;3-Week;MLP;3;169523101,42;13020,1;2727,86;24,53;14,5;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;24,53
9;3-Week;MLP;4;175681663,05;13254,5;2712,55;25,09;20,2;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;25,09
9;3-Week;MLP;5;177299464,94;13315,38;2270,71;25,44;18,2;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;25,44
9;3-Week;MLP;6;201313992,28;14188,52;4893,38;27,93;16,1;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;27,93
9;3-Week;SVR-LSTM;1;154535582,64;12431,23;3067,83;24,03;6,8;SVR-LSTM{'C': 1255555, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);24,03;999,0;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-LSTM;2;148067656,12;12168,31;3260,3;24,12;6,9;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);24,12;999,0;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-LSTM;3;169675880,57;13025,97;2953,52;25,97;9,1;SVR-LSTM{'C': 125550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);25,97;999,0;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-LSTM;4;134244010,65;11586,37;6318,5;22,72;7,9;SVR-LSTM{'C': 1255555, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);22,72;999,0;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-LSTM;5;200525953,47;14160,72;5136,0;30,59;7,1;SVR-LSTM{'C': 125550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);30,59;999,0;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-LSTM;6;211005789,29;14526,04;4362,35;31,61;7,2;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);31,61;999,0;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-MLP;1;154516966,6;12430,49;3076,69;24,03;9,0;{'C': 1255555, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;24,03;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-MLP;2;148067253,49;12168,29;3260,3;24,12;13,0;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;24,12;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-MLP;3;171655101,01;13101,72;3276,95;26,38;10,2;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;26,38;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-MLP;4;4066482299,62;63768,98;30768,76;75,49;11,9;{'C': 1255555, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;75,49;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-MLP;5;200642919,17;14164,85;5383,98;30,61;7,2;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;30,61;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR-MLP;6;211061284,82;14527,95;4499,84;31,63;5,6;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;31,63;999,0;999,0;999,0;999,0;999,0
9;3-Week;SVR;1;149146545,99;12212,56;2915,88;23,19;0,2;{'C': 1255555, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;999,0;23,19;999,0;999,0;999,0;999,0
9;3-Week;SVR;2;138348112,2;11762,15;3088,86;22,65;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;999,0;22,65;999,0;999,0;999,0;999,0
9;3-Week;SVR;3;158558190,94;12591,99;3901,78;24,69;0,1;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;999,0;24,69;999,0;999,0;999,0;999,0
9;3-Week;SVR;4;150011037,42;12247,9;7421,06;22,15;0,2;{'C': 1255555, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;999,0;22,15;999,0;999,0;999,0;999,0
9;3-Week;SVR;5;172715104,45;13142,11;5931,4;26,94;0,1;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;999,0;26,94;999,0;999,0;999,0;999,0
9;3-Week;SVR;6;180245386,98;13425,55;5661,0;27,54;0,1;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;999,0;27,54;999,0;999,0;999,0;999,0
11;3-Week;ARIMA1;1;6120825564,0;78235,71;77789,86;131,46;0,5;ARIMA(1,1,0)(0,0,0);999,0;999,0;999,0;999,0;131,46;999,0;999,0
11;3-Week;ARIMA1;2;605392406,3;24604,72;17362,26;15,61;0,8;ARIMA(2,0,0)(0,0,0);999,0;999,0;999,0;999,0;15,61;999,0;999,0
11;3-Week;ARIMA1;3;256936416,9;16029,24;6614,21;4,84;0,2;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;4,84;999,0;999,0
11;3-Week;ARIMA1;4;257954725,8;16060,97;6662,31;4,87;0,4;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;4,87;999,0;999,0
11;3-Week;ARIMA1;5;261403575,9;16167,98;6726,9;4,91;0,4;ARIMA(0,0,0)(0,0,0);999,0;999,0;999,0;999,0;4,91;999,0;999,0
11;3-Week;ARIMA1;6;704064770,8;26534,22;18348,6;17,61;1,4;ARIMA(2,0,0)(0,0,0);999,0;999,0;999,0;999,0;17,61;999,0;999,0
11;3-Week;ARIMA2;1;30209537287,0;173808,91;172169,26;568,48;0,3;ARIMA(0,1,0)(0,0,0);999,0;999,0;999,0;999,0;999,0;568,48;999,0
11;3-Week;LSTM;1;262869901,82;16213,26;2802,77;11,76;9,0; LSTM(100,96,90);999,0;999,0;999,0;11,76;999,0;999,0;999,0
11;3-Week;LSTM;2;265832491,62;16304,37;2869,89;11,95;9,5; LSTM(100,96,90);999,0;999,0;999,0;11,95;999,0;999,0;999,0
11;3-Week;LSTM;3;259249882,91;16101,24;3614,45;11,91;8,9; LSTM(100,96,90);999,0;999,0;999,0;11,91;999,0;999,0;999,0
11;3-Week;LSTM;4;260169671,83;16129,78;3442,02;12,02;9,4; LSTM(100,96,90);999,0;999,0;999,0;12,02;999,0;999,0;999,0
11;3-Week;LSTM;5;263945543,08;16246,4;3121,79;12,1;12,2; LSTM(100,96,90);999,0;999,0;999,0;12,1;999,0;999,0;999,0
11;3-Week;LSTM;6;266746729,52;16332,38;3732,67;12,27;12,1; LSTM(100,96,90);999,0;999,0;999,0;12,27;999,0;999,0;999,0
11;3-Week;MLP;1;263175941,83;16222,7;2851,52;11,76;20,5;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;11,76
11;3-Week;MLP;2;270492133,34;16446,65;3305,33;12,19;17,1;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;12,19
11;3-Week;MLP;3;275387226,01;16594,8;2894,68;12,28;13,9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;12,28
11;3-Week;MLP;4;259693157,26;16115,0;3035,51;11,86;18,5;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;11,86
11;3-Week;MLP;5;263502352,75;16232,76;3248,36;12,07;17,6;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;12,07
11;3-Week;MLP;6;270419228,61;16444,43;3629,48;12,19;16,8;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};999,0;999,0;999,0;999,0;999,0;999,0;12,19
11;3-Week;SVR-LSTM;1;238995905,9;15459,49;4412,6;12,11;7,7;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);12,11;999,0;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-LSTM;2;259479479,72;16108,37;4997,1;12,73;6,1;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);12,73;999,0;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-LSTM;3;290577509,07;17046,33;7734,32;14,29;4,6;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);14,29;999,0;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-LSTM;4;248445011,23;15762,14;4374,56;12,25;4,0;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'}-LSTM(100,96,90);12,25;999,0;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-LSTM;5;295933466,88;17202,72;9499,62;14,97;9,4;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-05, 'kernel': 'rbf'}-LSTM(100,96,90);14,97;999,0;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-LSTM;6;293797731,2;17140,53;8587,65;14,89;10,2;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);14,89;999,0;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-MLP;1;238998186,77;15459,57;4413,39;12,11;6,9;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;12,11;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-MLP;2;259679605,06;16114,58;5050,09;12,74;10,5;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;12,74;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-MLP;3;281851049,49;16788,42;6923,65;13,96;11,0;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;13,96;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-MLP;4;294186467,23;17151,86;9798,08;14,84;11,4;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-06, 'kernel': 'rbf'};999,0;14,84;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-MLP;5;294633851,32;17164,9;9399,18;14,92;11,5;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-05, 'kernel': 'rbf'};999,0;14,92;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR-MLP;6;293309823,81;17126,29;8549,59;14,87;11,1;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;14,87;999,0;999,0;999,0;999,0;999,0
11;3-Week;SVR;1;235596541,93;15349,15;4353,93;11,96;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;999,0;11,96;999,0;999,0;999,0;999,0
11;3-Week;SVR;2;251973615,54;15873,68;4683,11;12,39;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};999,0;999,0;12,39;999,0;999,0;999,0;999,0
11;3-Week;SVR;3;270945204,36;16460,41;6906,73;13,48;0,2;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};999,0;999,0;13,48;999,0;999,0;999,0;999,0
11;3-Week;SVR;4;285008347,32;16882,19;10076,11;14,45;0,2;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-06, 'kernel': 'rbf'};999,0;999,0;14,45;999,0;999,0;999,0;999,0
