SK_PONTO;Best_Params;N_Past_Vl;MSE;RMSE;MAE;MAPE;Duration;model;freq
5;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;5757,07984540534;75,87542319753703;44,48672222818209;6,558042368090268;204,30486178398132;SVR-MLP;1-Hour
5;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};2;8098,303748850401;89,99057588909186;60,6616623065878;8,179994992626439;242,66012048721313;SVR-MLP;1-Hour
5;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};3;5713,571648177824;75,58817135093177;37,71568504789553;6,146538659048819;241,40354204177856;SVR-MLP;1-Hour
5;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};4;5918,832163489829;76,93394675622608;36,92762288207325;6,181498975705312;245,8334400653839;SVR-MLP;1-Hour
5;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};5;6695,631657613501;81,82683946978217;47,98926586245307;7,149305311125547;356,76949763298035;SVR-MLP;1-Hour
5;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};6;5043,586739810201;71,01821414123422;33,50591693766256;5,820877264578618;273,4350919723511;SVR-MLP;1-Hour
6;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;5867,854170584004;76,60192014945842;67,26526546774272;46,2912705580136;254,04997849464417;SVR-MLP;1-Hour
6;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};2;5534,034616397222;74,39109231888736;60,0738518897781;44,14551791171701;258,3128674030304;SVR-MLP;1-Hour
6;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};3;4258,181757738865;65,2547450974936;31,114088875344095;35,50732229685275;261,0085325241089;SVR-MLP;1-Hour
6;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};4;4417,042137599519;66,46083160478447;28,152254194342618;34,319761904130345;317,40271615982056;SVR-MLP;1-Hour
6;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};5;4175,911454876231;64,62129258128648;28,343873050021898;34,360453285989;307,82041025161743;SVR-MLP;1-Hour
6;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};6;4356,977327806793;66,00740358328596;30,922420415253214;34,96306735823494;332,1454870700836;SVR-MLP;1-Hour
7;{'C': 1255555, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};1;2090,758481060934;45,724812531719955;28,869993152996187;6,062010218128427;175,51779794692993;SVR-MLP;1-Hour
7;{'C': 1255555, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};2;1832,255394245748;42,80485246144119;16,699491676387083;4,696052402967545;214,59166479110718;SVR-MLP;1-Hour
7;{'C': 1255555, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};3;2333,9484597572227;48,31095589777978;23,763957700472133;5,878304950412232;225,229229927063;SVR-MLP;1-Hour
7;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-07, 'kernel': 'rbf'};4;1875,466656701183;43,30665834142809;22,01232865825574;5,280560983307955;253,75122165679932;SVR-MLP;1-Hour
7;{'C': 125550, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};5;2473,7207792072113;49,736513540930986;23,205405666983438;5,899467419517366;223,22085905075073;SVR-MLP;1-Hour
7;{'C': 12550, 'epsilon': 0,001, 'gamma': 1e-07, 'kernel': 'rbf'};6;2203,5734017261725;46,94223473297977;28,964762222993954;6,319724489491528;238,71743655204773;SVR-MLP;1-Hour
11;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;441,3344444087014;21,007961452951626;9,634312345716125;1,640370874211141;247,0406584739685;SVR-MLP;1-Hour
11;{'C': 1255555, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};2;546,8375210343075;23,38455731961389;10,348502481638889;1,82562864651437;197,36028838157654;SVR-MLP;1-Hour
11;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};3;437,42021791499;20,91459341978682;8,738254106482373;1,5871284481894603;180,61869549751282;SVR-MLP;1-Hour
11;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};4;450,27931203573206;21,219785862155444;7,715764190398602;1,5376452034623216;229,89868235588074;SVR-MLP;1-Hour
11;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};5;461,38051004880737;21,47976978574974;9,02644956146446;1,6460106670669636;211,5651834011078;SVR-MLP;1-Hour
11;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};6;493,60483816826724;22,217219406763466;10,738832870627732;1,8202891265279524;218,63842868804932;SVR-MLP;1-Hour
12;{'C': 12550, 'epsilon': 0,001, 'gamma': 1e-07, 'kernel': 'rbf'};1;1302,3510026913668;36,08810056918162;20,521355487364815;8,31852097671387;205,4194576740265;SVR-MLP;1-Hour
12;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};2;1279,3782400888758;35,76839722560791;19,191848980066425;8,1264426308982;236,63901114463806;SVR-MLP;1-Hour
12;{'C': 125550, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};3;1263,94938641611;35,55206585300086;19,574647108140937;8,161162243890985;247,21413564682007;SVR-MLP;1-Hour
12;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};4;1313,089636750936;36,23657871199951;18,80535321252094;8,111236806849055;251,8842875957489;SVR-MLP;1-Hour
12;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};5;1423,922917543517;37,73490317389879;25,134092503127874;9,261789223266588;245,60799956321716;SVR-MLP;1-Hour
12;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};6;1301,3168244737917;36,07376920247996;18,347770816326204;8,089405007386908;258,712171792984;SVR-MLP;1-Hour
4;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-07, 'kernel': 'rbf'};1;15736,478199729536;125,4451202706966;108,02099690746479;18,9470788682265;202,37957549095154;SVR-MLP;1-Hour
4;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};2;10582,383584041638;102,87071295583422;77,23518214871518;14,853428758082782;242,34129071235657;SVR-MLP;1-Hour
4;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};3;9966,057549591866;99,83014349179243;76,93806782046886;14,315410962379177;292,0584557056427;SVR-MLP;1-Hour
4;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};4;7701,847897076242;87,76017261307229;56,27694112103484;11,961880723747301;298,5747013092041;SVR-MLP;1-Hour
4;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};5;15508,235717465619;124,5320670247853;108,30810044261048;18,58672183808729;304,5234274864197;SVR-MLP;1-Hour
4;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};6;13053,716801421286;114,25286342766769;95,59295348362599;16,701277230374203;319,5418860912323;SVR-MLP;1-Hour
13;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;60972,998592538985;246,92711190255918;157,04164385679042;5,826520195303208;227,18644881248474;SVR-MLP;1-Hour
13;{'C': 12550, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};2;55951,685129414065;236,54108549977965;144,82910218630195;5,143126245795745;249,96507120132446;SVR-MLP;1-Hour
13;{'C': 12550, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};3;46291,11307288109;215,15369639604404;88,1556706395445;4,33489203368576;252,0459430217743;SVR-MLP;1-Hour
13;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};4;93462,57143541805;305,7164886547961;233,22663853418317;7,184528078647895;278,5492718219757;SVR-MLP;1-Hour
13;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};5;112337,80509846596;335,1683235308283;272,9555221350013;8,155861580881536;223,7681679725647;SVR-MLP;1-Hour
13;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-05, 'kernel': 'rbf'};6;106830,8174632748;326,84983931964047;199,54259724923895;7,6409200631826995;184,18494653701782;SVR-MLP;1-Hour
8;{'C': 125550, 'epsilon': 0,01, 'gamma': 1e-07, 'kernel': 'rbf'};1;38,633317016583504;6,2155705302557305;2,586771724728095;1,950192617416507;182,63234663009644;SVR-MLP;1-Hour
8;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-07, 'kernel': 'rbf'};2;29,310564594568298;5,41392321653792;2,067067654248504;1,6280625911410056;201,25286436080933;SVR-MLP;1-Hour
8;{'C': 1255555, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};3;41,96989722319453;6,478417802457212;2,4174933471510656;1,9834606154531365;240,49595308303833;SVR-MLP;1-Hour
8;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-07, 'kernel': 'rbf'};4;28,06596055055061;5,297731641990807;1,8478446397611208;1,498479886456695;325,01469254493713;SVR-MLP;1-Hour
8;{'C': 125550, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};5;26,38115436181493;5,136258790385754;1,5712600600911202;1,3338000657684195;463,75954008102417;SVR-MLP;1-Hour
8;{'C': 12550, 'epsilon': 0,001, 'gamma': 1e-07, 'kernel': 'rbf'};6;32,08001300146785;5,663922051146877;2,1550087709384798;1,6905205141759552;378,246365070343;SVR-MLP;1-Hour
1;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-07, 'kernel': 'rbf'};1;1934,1041147744465;43,97845057268897;11,838788829971463;3,886651975320394;258,07554268836975;SVR-MLP;1-Hour
1;{'C': 125550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};2;1835,17965747452;42,83899692423388;9,915152433426215;3,373125247072463;299,415673494339;SVR-MLP;1-Hour
1;{'C': 125550, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};3;1851,6070826735913;43,030304236358724;12,73442645063659;3,748995157277022;283,5713529586792;SVR-MLP;1-Hour
1;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};4;2348,944742730133;48,46591320433499;8,898975815157769;3,5571424910184337;268,7465555667877;SVR-MLP;1-Hour
1;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};5;1798,4339197805948;42,40794642258211;8,810012601207688;3,316332120372148;176,60410976409912;SVR-MLP;1-Hour
1;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};6;1820,3156033043215;42,66515678284004;9,604670252722087;3,3900683824149422;167,55541968345642;SVR-MLP;1-Hour
9;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;68,81600359345653;8,295541187496843;2,8107618335117763;0,9454663112533225;102,57062673568726;SVR-MLP;1-Hour
9;{'C': 125550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};2;120,502186298136;10,977348782749685;5,526754921904143;1,740183286341811;115,45948934555054;SVR-MLP;1-Hour
9;{'C': 1255555, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};3;83,35550576296863;9,129923644969253;3,8195239218028405;1,2046839515625258;114,28809595108032;SVR-MLP;1-Hour
9;{'C': 1255555, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};4;94,27827267423052;9,709699927095096;3,5847565558318593;1,1799401640624916;115,31238222122192;SVR-MLP;1-Hour
9;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};5;70,4706729624458;8,394681230543885;3,0272338816184288;1,0212165938318334;118,19011735916138;SVR-MLP;1-Hour
9;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};6;82,18667027166637;9,06568642032507;3,8581237754507924;1,2463593224719975;130,42389678955078;SVR-MLP;1-Hour
1;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;708361546,0435596;26615,062390375107;3098,0579763018904;200,22346761639037;7,25972843170166;SVR-MLP;3-Week
1;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};2;722547654,8523448;26880,246554902445;4923,725187556338;201,99025823888883;6,667718887329102;SVR-MLP;3-Week
1;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};3;759645846,1685481;27561,67350086979;5653,134486865558;211,77818606024243;8,055984258651733;SVR-MLP;3-Week
1;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};4;795380030,4722524;28202,482700504443;6272,263709831226;224,43653788363895;8,409007549285889;SVR-MLP;3-Week
1;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};5;831130905,3609656;28829,34104971818;5586,885557221918;233,06166102134566;8,617176532745361;SVR-MLP;3-Week
1;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};6;916972957,1457847;30281,56133929994;8037,4998414449365;247,24750405266036;9,240177154541016;SVR-MLP;3-Week
4;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;243438332,40725258;15602,510452079581;3685,868157230747;20,361914761451498;6,5955047607421875;SVR-MLP;3-Week
4;{'C': 1255555, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};2;184302359,10242575;13575,80049582439;3099,471130339036;17,957148193860434;7,771015882492065;SVR-MLP;3-Week
4;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};3;290253362,8954064;17036,823732591896;4317,652005163254;21,53608266728947;8,951553344726562;SVR-MLP;3-Week
4;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};4;251874849,86259335;15870,565518046084;5623,907388544307;22,054237194950748;9,434380292892456;SVR-MLP;3-Week
4;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};5;277622878,63781404;16662,01904445599;4783,140387713036;23,167592333335623;10,362351179122925;SVR-MLP;3-Week
4;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};6;438010184,5019557;20928,692852205455;9101,267343360181;27,13750397828683;10,293367862701416;SVR-MLP;3-Week
5;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};1;311161912,4908864;17639,78209873598;3573,9842934046465;14,070797923162582;7,082389831542969;SVR-MLP;3-Week
5;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};2;281557518,9811744;16779,675771038437;3329,3266221152444;13,516990214143792;9,276916742324829;SVR-MLP;3-Week
5;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};3;284739384,2770671;16874,22247918603;2830,532662824946;13,513073708958883;9,410606145858765;SVR-MLP;3-Week
5;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};4;303173504,0240762;17411,87824515426;2685,2135553560656;14,109890296368746;10,58067011833191;SVR-MLP;3-Week
5;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};5;317940450,1113664;17830,884725985034;2411,490382324788;14,478912905357907;10,947008848190308;SVR-MLP;3-Week
5;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};6;322768341,3260135;17965,75468289639;2822,3550513227965;14,770629078897707;10,272366523742676;SVR-MLP;3-Week
6;{'C': 1255555, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;22681963,170101188;4762,5584689430525;707,3010665868351;12,044685326757937;7,381249904632568;SVR-MLP;3-Week
6;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};2;23947401,249469925;4893,608203510977;859,1855183087682;12,540284202214918;8,687949180603027;SVR-MLP;3-Week
6;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};3;24106534,607338198;4909,840588790862;857,5284024953908;12,692331182536593;10,131195783615112;SVR-MLP;3-Week
6;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};4;24776313,223946005;4977,581061514318;905,0342092361097;13,07054478895388;10,503817081451416;SVR-MLP;3-Week
6;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};5;25837168,940411534;5083,027536853557;1098,571317302638;13,756810260119043;11,045070886611938;SVR-MLP;3-Week
6;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-06, 'kernel': 'rbf'};6;25967791,332117505;5095,860215127324;804,19545843784;13,483067968308324;5,39396858215332;SVR-MLP;3-Week
7;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};1;108533501,11897494;10417,941309057896;4308,220192691333;13,257224213362134;7,903505086898804;SVR-MLP;3-Week
7;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};2;108689256,21670508;10425,413959009258;3371,886955788985;13,050057661986914;9,761371612548828;SVR-MLP;3-Week
7;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};3;133073320,54279985;11535,741005362413;3769,8519201829986;14,490288558815134;10,188938617706299;SVR-MLP;3-Week
7;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};4;143721349,61100453;11988,383944927878;4699,285435428057;15,578467769170434;10,804870128631592;SVR-MLP;3-Week
7;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};5;163742767,89295453;12796,201307144029;5176,2909261798195;17,16170799291202;10,553021430969238;SVR-MLP;3-Week
7;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};6;167403332,70672378;12938,443983212346;5123,936721014332;17,35485511447468;11,473540782928467;SVR-MLP;3-Week
8;{'C': 1255555, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};1;21636825,718968127;4651,5401448303255;1482,0335501281988;17,172137777179355;10,290590524673462;SVR-MLP;3-Week
8;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-06, 'kernel': 'rbf'};2;19252712,37103157;4387,791286174807;1233,66384331894;16,318627398522224;9,507213830947876;SVR-MLP;3-Week
8;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};3;15547562,28393774;3943,0397263960886;859,7076045713075;14,925893464827436;10,837916374206543;SVR-MLP;3-Week
8;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-06, 'kernel': 'rbf'};4;12426034,28124214;3525,058053598854;847,2817163886939;13,42678589176289;9,52414846420288;SVR-MLP;3-Week
8;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};5;17718681,19776002;4209,356387591815;1407,1851407841787;16,500638441535205;11,616160154342651;SVR-MLP;3-Week
8;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-06, 'kernel': 'rbf'};6;14475793,471562685;3804,706752374312;745,170000311602;14,335758170640537;7,033368349075317;SVR-MLP;3-Week
9;{'C': 1255555, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};1;154516966,59678787;12430,485372534247;3076,6878178347542;24,027784752799818;9,041584491729736;SVR-MLP;3-Week
9;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};2;148067253,48606253;12168,288847905547;3260,2983391110756;24,117728630675508;12,984487295150757;SVR-MLP;3-Week
9;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};3;171655101,00640216;13101,721299371398;3276,9520271085785;26,37933264419243;10,209835767745972;SVR-MLP;3-Week
9;{'C': 1255555, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};4;4066482299,622347;63768,97599634439;30768,76369323844;75,49194010441828;11,927819013595581;SVR-MLP;3-Week
9;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};5;200642919,17363486;14164,84801096132;5383,982614285138;30,605458714645657;7,171107292175293;SVR-MLP;3-Week
9;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-07, 'kernel': 'rbf'};6;211061284,82020676;14527,94840368752;4499,843985844418;31,627543762061876;5,642411708831787;SVR-MLP;3-Week
11;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};1;238998186,7665092;15459,566189466936;4413,392684517981;12,105800746814852;6,943364143371582;SVR-MLP;3-Week
11;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};2;259679605,05926576;16114,577408646674;5050,0861906213395;12,74160537351249;10,500472784042358;SVR-MLP;3-Week
11;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};3;281851049,48535115;16788,420100931213;6923,647720428846;13,964454060553786;11,027278900146484;SVR-MLP;3-Week
11;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-06, 'kernel': 'rbf'};4;294186467,22859794;17151,864832390616;9798,075841482525;14,840294736770195;11,380998134613037;SVR-MLP;3-Week
11;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-05, 'kernel': 'rbf'};5;294633851,31815916;17164,901727599816;9399,177013795503;14,91777761242012;11,467934131622314;SVR-MLP;3-Week
11;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};6;293309823,8096139;17126,29042757403;8549,592337143928;14,865376526797345;11,136150360107422;SVR-MLP;3-Week
12;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};1;33789624,96370138;5812,884392769341;1214,7869387309038;12,053673808018667;8,72083592414856;SVR-MLP;3-Week
12;{'C': 125550, 'epsilon': 0,001, 'gamma': 1e-08, 'kernel': 'rbf'};2;34890388,77513966;5906,808679408845;1351,7825023909027;12,407699705799839;9,899018287658691;SVR-MLP;3-Week
12;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};3;37531545,8286212;6126,299521621613;1142,471799664534;12,784237136586206;10,76001787185669;SVR-MLP;3-Week
12;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};4;36275003,98112717;6022,8733990618775;1320,159565573893;12,83102971293571;11,33808946609497;SVR-MLP;3-Week
12;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};5;39858045,73213059;6313,32287564406;1415,7290782950222;13,595924173687369;11,693400621414185;SVR-MLP;3-Week
12;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};6;35169952,59867886;5930,426004822829;1449,5803540908237;12,93407106548598;11,532186508178711;SVR-MLP;3-Week
13;{'C': 1255555, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;55173310864,44934;234889,99736993772;62854,53588783409;136,49243804756534;7,6692845821380615;SVR-MLP;3-Week
13;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-07, 'kernel': 'rbf'};2;63977255262,51478;252937,25558429462;94130,16414820807;147,54007523197902;10,110337018966675;SVR-MLP;3-Week
13;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-05, 'kernel': 'rbf'};3;66563300264,058304;257998,64391902974;97005,69591350944;153,3476458990509;7,26064920425415;SVR-MLP;3-Week
13;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-05, 'kernel': 'rbf'};4;68115030122,43439;260988,56320236408;98428,53234007157;156,54257643441403;8,707957029342651;SVR-MLP;3-Week
13;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-05, 'kernel': 'rbf'};5;69389528503,29294;263418,9220676695;103995,11041165332;159,57065034400682;8,500979661941528;SVR-MLP;3-Week
13;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-05, 'kernel': 'rbf'};6;72121491003,68651;268554,4470003923;113818,66829854416;165,98409057416671;8,87931227684021;SVR-MLP;3-Week
1;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};1;5278922,812137014;2297,590653736434;638,8846602604526;28,97488702945105;7,7030229568481445;SVR;2-Day
1;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};2;5667351,302232883;2380,6199407366316;620,8456134102798;30,23719944507086;12,603109359741211;SVR;2-Day
1;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};3;6112185,98425421;2472,2835566039366;596,3368918337383;31,59661141848552;12,18123459815979;SVR;2-Day
1;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};4;6379672,898943651;2525,8014369589014;616,4677611993939;31,98439115086528;9,311691999435425;SVR;2-Day
1;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};5;5924378,937442093;2434,0047118775456;596,1478949152288;30,131203729446675;9,958292961120605;SVR;2-Day
1;{'C': 12550, 'epsilon': 0,01, 'gamma': 1e-08, 'kernel': 'rbf'};6;6225043,513212019;2495,0037100597706;631,731898539083;31,673048199697735;6,8690407276153564;SVR;2-Day
4;{'C': 1255555, 'epsilon': 0,1, 'gamma': 1e-06, 'kernel': 'rbf'};1;4864411,460207678;2205,5410810519215;433,15834766377156;19,29103242340194;16,940000772476196;SVR;2-Day
4;{'C': 125550, 'epsilon': 0,1, 'gamma': 1e-07, 'kernel': 'rbf'};2;3241116,158880007;1800,3100174358879;390,8845339472573;13,608635343565863;62,22215127944946;SVR;2-Day
4;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};3;3976480,5773929907;1994,1114756685472;398,62830150855916;14,250924382953242;59,253801107406616;SVR;2-Day
4;{'C': 125550, 'epsilon': 0,0001, 'gamma': 1e-07, 'kernel': 'rbf'};4;3582956,7295907903;1892,8699716543633;373,3632635596723;15,819199261541888;56,36837363243103;SVR;2-Day
4;{'C': 125550, 'epsilon': 0,001, 'gamma': 1e-07, 'kernel': 'rbf'};5;3747036,9836474154;1935,7264743882115;407,70302305378846;16,40515208342474;46,62896752357483;SVR;2-Day
4;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};6;2788765,5963677554;1669,9597589067096;359,8124784905576;15,072904269649712;31,752397775650024;SVR;2-Day
5;{'C': 1255555, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};1;4047073,3399760462;2011,7339138106825;790,2946334462213;9,908487832427728;16,38326406478882;SVR;2-Day
5;{'C': 12550, 'epsilon': 0,1, 'gamma': 1e-08, 'kernel': 'rbf'};2;3406152,590152394;1845,5764926310678;663,7377813040039;9,156850924782857;38,70556902885437;SVR;2-Day
5;{'C': 12550, 'epsilon': 0,0001, 'gamma': 1e-08, 'kernel': 'rbf'};3;3554712,139356201;1885,3944254071087;647,7992735930438;9,407519621627472;30,73427939414978;SVR;2-Day
