SK_PONTO;Best_Params;N_Past_Vl;MSE;RMSE;MAE;MAPE;Duration;model;freq
7; LSTM(100,96,90);4;109722078,71616323;10474,830724940774;4039,5099232579814;13,206527262788631;9,232131958007812;LSTM;3-Week
7; LSTM(100,96,90);5;128224211,58433145;11323,613009297495;4504,078163550061;14,480862072774247;9,679636716842651;LSTM;3-Week
7; LSTM(100,96,90);6;133501609,92048067;11554,289676154076;3575,3006579503344;14,599060140624273;9,987606287002563;LSTM;3-Week
8; LSTM(100,96,90);1;15927728,74960478;3990,9558691627726;552,6123433666653;13,772630796520636;9,249065637588501;LSTM;3-Week
8; LSTM(100,96,90);2;15450884,622842228;3930,7613286540595;552,4914413269034;13,709431051234528;9,120506763458252;LSTM;3-Week
8; LSTM(100,96,90);3;15355637,89156573;3918,627041651927;676,5572221232105;13,849090355850974;9,322827816009521;LSTM;3-Week
8; LSTM(100,96,90);4;15331514,428979984;3915,5477814706824;715,9901072424054;13,814274456020744;9,325820446014404;LSTM;3-Week
8; LSTM(100,96,90);5;15618722,76742657;3952,0529813536878;646,3114959482755;13,85545976143242;9,34276270866394;LSTM;3-Week
8; LSTM(100,96,90);6;15230212,270935602;3902,590456470625;595,3624202161627;13,85835016861564;9,459375619888306;LSTM;3-Week
9; LSTM(100,96,90);1;152687489,72501457;12356,677940490905;2342,8552532434333;23,19678502336458;8,720839977264404;LSTM;3-Week
9; LSTM(100,96,90);2;166499468,83782443;12903,467318431292;3255,8223147351528;24,370935422192456;9,579968929290771;LSTM;3-Week
9; LSTM(100,96,90);3;172833656,47497258;13146,621485194308;2595,0653078144023;24,846903644853903;8,962036371231079;LSTM;3-Week
9; LSTM(100,96,90);4;194730644,27688494;13954,592228971971;3900,8405676754046;26,44477377000518;8,63313603401184;LSTM;3-Week
9; LSTM(100,96,90);5;178965915,92571804;13377,814317956354;2748,4942522433994;25,547764637985747;8,627155065536499;LSTM;3-Week
9; LSTM(100,96,90);6;196463443,72169316;14016,54178896111;2682,0613302866695;26,974787037098114;8,975991010665894;LSTM;3-Week
11; LSTM(100,96,90);1;262869901,82079378;16213,263145363237;2802,7692491579946;11,762008217926178;8,990939140319824;LSTM;3-Week
11; LSTM(100,96,90);2;265832491,61520773;16304,370322560995;2869,8907394113776;11,950009219369539;9,463361978530884;LSTM;3-Week
11; LSTM(100,96,90);3;259249882,90944073;16101,238552031975;3614,4466789039143;11,9116170776238;8,947085618972778;LSTM;3-Week
11; LSTM(100,96,90);4;260169671,82895878;16129,775938585099;3442,0196119696775;12,017518597254417;9,422492265701294;LSTM;3-Week
11; LSTM(100,96,90);5;263945543,07818955;16246,400926918846;3121,7871590711875;12,10036235976624;12,239079713821411;LSTM;3-Week
11; LSTM(100,96,90);6;266746729,52325705;16332,382848906556;3732,673327579978;12,265174400317488;12,114559650421143;LSTM;3-Week
12; LSTM(100,96,90);1;32938164,265291907;5739,178013033914;1152,1494058099706;11,782224735664256;10,58959436416626;LSTM;3-Week
12; LSTM(100,96,90);2;34092001,39794317;5838,835620048159;1365,0612916163882;12,198888247466542;10,293582677841187;LSTM;3-Week
12; LSTM(100,96,90);3;35546857,466639996;5962,1185384592945;1260,3852139567025;12,493975769380286;9,92282247543335;LSTM;3-Week
12; LSTM(100,96,90);4;35471089,85811919;5955,761064559188;1218,4330891016943;12,405921352042276;8,775659561157227;LSTM;3-Week
12; LSTM(100,96,90);5;34511268,672055416;5874,6292369864;1236,375280179367;12,299041183606327;9,018842697143555;LSTM;3-Week
12; LSTM(100,96,90);6;36638024,00188406;6052,935155929234;1296,548415743;12,669071146166337;10,318501710891724;LSTM;3-Week
13; LSTM(100,96,90);1;15484675975,907911;124437,43799961453;22469,210020343948;45,48888397932106;9,435452222824097;LSTM;3-Week
13; LSTM(100,96,90);2;23069812831,272015;151887,50057615674;37428,40577953763;66,91434802965003;8,248423099517822;LSTM;3-Week
13; LSTM(100,96,90);3;26520777152,070606;162852,0099724612;51027,78006249998;69,95641823623625;8,242440938949585;LSTM;3-Week
13; LSTM(100,96,90);4;19209947456,35527;138599,954748749;59072,09437423706;65,7426392901054;10,220828771591187;LSTM;3-Week
13; LSTM(100,96,90);5;28480481173,50474;168761,61048504114;51018,131620605476;70,4433874378956;9,45638370513916;LSTM;3-Week
13; LSTM(100,96,90);6;32090749619,24305;179138,91151629522;68381,74836440285;84,63532406848215;8,635173082351685;LSTM;3-Week
1;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;4881029,323245861;2209,305167523459;678,9088222986184;18,792059292387215;26,04265856742859;MLP;2-Day
1;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;5347667,73307858;2312,502482826468;692,90126001725;22,843568939534475;18,38265872001648;MLP;2-Day
1;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};3;5806332,904373073;2409,6333547602367;675,2993247600953;25,854190733597797;18,372841596603394;MLP;2-Day
1;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;5272363,733438204;2296,162828163152;716,2014590955132;24,26609202400546;22,26084303855896;MLP;2-Day
1;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;5336653,173214247;2310,119731359015;729,5838213220832;24,71193231117687;20,49299693107605;MLP;2-Day
1;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;7130112,722449151;2670,227091924796;776,288386152999;30,948914302668555;19,438523292541504;MLP;2-Day
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;2913451,4000096265;1706,8835344011104;365,06072038802085;9,241393805492601;34,05723428726196;MLP;2-Day
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;2947600,655034072;1716,8577853258762;367,83031074798964;10,597250900183832;35,96828103065491;MLP;2-Day
4;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;2867677,6904041376;1693,4218878956708;414,7562938761894;11,829830712769411;32,0207998752594;MLP;2-Day
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;2900329,437547451;1703,035360040258;384,37650765139733;12,151629772432631;37,3997597694397;MLP;2-Day
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;2828632,0315284254;1681,8537485549764;372,6985240482509;12,38999660594602;35,96272087097168;MLP;2-Day
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;3061372,784147323;1749,6779086870026;343,0382271065009;14,156829666047003;33,35331106185913;MLP;2-Day
5;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;4457158,529060837;2111,1983632669;859,3981064957607;9,93091200890532;36,59090232849121;MLP;2-Day
5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;4213275,481219703;2052,626483610621;659,4295986745328;9,17737149692107;34,513484954833984;MLP;2-Day
5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;3933343,548160484;1983,2658793415683;687,3808578960197;8,83131522258413;35,38318133354187;MLP;2-Day
5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;3605848,2741165464;1898,907126248292;674,1299318922793;8,501286973080651;40,956897258758545;MLP;2-Day
5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;3814270,1864035223;1953,0156646590221;678,5857708975273;9,147640318410282;38,555217027664185;MLP;2-Day
5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;3719029,04795204;1928,4784281790762;645,1774531228257;8,725536713901898;33,40869212150574;MLP;2-Day
6;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};1;327180,7240616532;571,997136410361;204,55137566993335;6,020905281897239;38,75167274475098;MLP;2-Day
6;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;287700,89189439313;536,3775646821865;187,2027502609917;5,688970571001894;33,47837471961975;MLP;2-Day
6;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;289273,3511746273;537,8413810545144;233,48584192976614;5,966744982532961;38,58555221557617;MLP;2-Day
6;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;260528,70412819774;510,42012512066736;195,76098736851463;5,459449000040343;38,60469365119934;MLP;2-Day
6;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;276594,94340439595;525,9229443600991;207,09990542481046;5,8682056415333;35,01157855987549;MLP;2-Day
6;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;252826,92004930216;502,8189734380577;207,5303520906109;5,584908343140697;32,55443096160889;MLP;2-Day
7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};1;5331831,17814475;2309,075827716524;1202,929252913009;16,569160901754913;41,64890646934509;MLP;2-Day
7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;5061143,135097463;2249,6984542594732;1219,9455918743897;16,18358168077105;35,81901431083679;MLP;2-Day
7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;4704680,081541188;2169,02745061956;1163,0323264101917;16,052890618455766;41,52647399902344;MLP;2-Day
7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;4518706,427075381;2125,7249180162944;1151,405350453475;15,867943049002095;41,172914266586304;MLP;2-Day
7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;4464403,328048156;2112,9134691340664;1163,4737404058724;15,926302185640647;41,28667688369751;MLP;2-Day
7;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;4589760,691074156;2142,372677914409;1130,2279166294138;16,16128575021624;33,20479154586792;MLP;2-Day
8;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;64921,902353936326;254,7977675607389;48,474181822462015;3,0054240501999487;32,53269600868225;MLP;2-Day
8;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;60156,45637438045;245,26813159148998;42,9753605522792;2,982985037109972;31,85100746154785;MLP;2-Day
8;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;58212,28175930515;241,27221505864523;49,168113658880884;2,994148820664462;35,92291736602783;MLP;2-Day
8;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};4;57202,666029759035;239,17078841229554;44,03751370612008;2,8034214881238153;40,21634888648987;MLP;2-Day
8;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;57252,48589424321;239,27491697677635;45,597673423475044;2,9152205188732543;37,79095506668091;MLP;2-Day
8;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;57576,63767501368;239,9513235533692;45,8231184600686;2,9639130043460584;34,99841046333313;MLP;2-Day
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;866873,3616192563;931,0603426305173;106,52276764754424;4,606427759864449;21,208476781845093;MLP;2-Day
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;730857,0260386332;854,9017639697752;139,8531260552072;4,66312190361016;17,872549295425415;MLP;2-Day
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;718154,3015001877;847,4398512580038;213,0679238436087;4,918960820783398;15,9314603805542;MLP;2-Day
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;701852,2637761951;837,7662345643892;177,8180801239323;4,669319400633243;21,580633401870728;MLP;2-Day
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;720749,2591876811;848,9695278322309;195,529803409353;4,850675811687539;18,76037836074829;MLP;2-Day
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;709397,3539742269;842,2572967770757;206,16909160359774;5,080261848256602;18,721713304519653;MLP;2-Day
11;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};1;1653757,3011933703;1285,9849537196656;447,03220335392325;4,2426868045198205;36,851346492767334;MLP;2-Day
11;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;1653170,8708636921;1285,75692526375;283,1589339586535;3,7833127578647505;33,19229054450989;MLP;2-Day
11;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;1813926,492814764;1346,8208837164516;686,3050970736767;5,109717594310756;35,69779324531555;MLP;2-Day
11;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;1478396,9708074627;1215,8934866210373;301,7737621233664;3,610733118658096;38,32591795921326;MLP;2-Day
11;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;1665599,8032515424;1290,5811881673862;577,5211906009754;4,669776231809226;36,776907444000244;MLP;2-Day
11;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;1445975,0518341914;1202,4870277197138;338,54977540565415;3,644073916932723;32,886226415634155;MLP;2-Day
12;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;624677,1698511674;790,3652129561165;227,11728812843967;6,334805221389074;39,12279748916626;MLP;2-Day
12;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;563528,6010470015;750,6854208301914;213,275523326633;6,073662532545439;36,27689862251282;MLP;2-Day
12;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;525358,6746454848;724,8163040698552;243,2614351371708;6,101865923315308;35,014957427978516;MLP;2-Day
12;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;510824,6557922503;714,719984184191;224,94979386064688;5,955343025934351;36,148253202438354;MLP;2-Day
12;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;502163,69951604237;708,6350961644804;241,0489515693862;6,011606497123742;41,899115800857544;MLP;2-Day
12;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;508157,90294137853;712,8519502262574;236,4253539421934;6,104542101771772;33,973881244659424;MLP;2-Day
13;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;111480720,30061832;10558,44308127947;2843,4736437685933;25,921984545506856;30,468105792999268;MLP;2-Day
13;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;112668559,4338492;10614,544711566728;2544,1612958712285;26,60526987990348;32,99522113800049;MLP;2-Day
13;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;108187700,6364679;10401,331676110896;2836,7713804616274;26,764273190988717;27,41151261329651;MLP;2-Day
13;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;124770978,81806844;11170,093053241251;2864,054404112583;29,174193335778835;37,59919309616089;MLP;2-Day
13;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;116753931,09976637;10805,273300558685;3090,4396117302676;29,65355298631001;32,18633151054382;MLP;2-Day
13;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;135533683,62752596;11641,89347260685;3359,1731066515604;31,47619620978573;32,58330488204956;MLP;2-Day
5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;5929,057996684803;77,0003766009284;48,5876842623058;6,903230630534361;213,92589831352234;MLP;1-Hour
5;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;5366,8695370511805;73,25892121135269;40,855912761857894;6,348100316955294;249,15943360328674;MLP;1-Hour
5;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;5177,372441056846;71,95396056546745;37,18504512980587;6,025768592959125;198,73602509498596;MLP;1-Hour
5;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};4;5543,004167797967;74,45135437181763;39,76492439665287;6,362898810347229;215,4440860748291;MLP;1-Hour
5;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};5;5642,565198440968;75,11701004726538;41,85239263417685;6,556154482457104;227,34849500656128;MLP;1-Hour
5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;5745,414022404811;75,7985093679606;39,706880248138816;6,304907465725031;284,5650646686554;MLP;1-Hour
6;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;40683,28334439916;201,70097507052157;183,4623861197153;66,12621137150366;241,04506993293762;MLP;1-Hour
6;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;40849,012553961285;202,11138650249592;183,93641919482965;66,30444020289656;210,6477825641632;MLP;1-Hour
6;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};3;41301,086237995754;203,2266868253177;185,22300055201518;66,78851815248656;256,0730128288269;MLP;1-Hour
6;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;41354,93144947888;203,35911941557694;185,34232237866655;66,84680232706941;264,64928793907166;MLP;1-Hour
6;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;4279,869840526519;65,42071415481887;30,121747922066163;34,686173452638556;293,76088976860046;MLP;1-Hour
6;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};6;4493,017199194073;67,02997239440035;39,995450694452614;36,82361543321307;303,2732129096985;MLP;1-Hour
7;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;1757,241195166923;41,919460816748625;20,964072526361974;5,036241277329338;217,00281071662903;MLP;1-Hour
7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;1875,8611469347902;43,311212716048374;20,388674354979457;5,101130139199499;256,3952157497406;MLP;1-Hour
7;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;1946,6313738368347;44,12064566432403;20,711434010502785;5,204573496854876;233,79882073402405;MLP;1-Hour
7;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;1964,3193889748266;44,32064292149683;20,358898153363896;5,261069273330012;265,8089134693146;MLP;1-Hour
7;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};5;1951,1375013605139;44,17168212056808;19,913329861419015;5,213819672898304;288,6145589351654;MLP;1-Hour
7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};6;1963,762009963807;44,31435444597842;19,708907103374997;5,2615002601173595;276,40037536621094;MLP;1-Hour
11;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;426,60474415585355;20,65441222005249;8,890168418853818;1,5543663657682272;219,0791506767273;MLP;1-Hour
11;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;434,39330233654033;20,84210407652117;8,44411578548602;1,5564159878883426;256,86566042900085;MLP;1-Hour
11;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;426,708354916893;20,65692026699268;7,699992778576529;1,5103034012035472;246,82488179206848;MLP;1-Hour
11;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;505,05051831572297;22,473329043907203;10,991677704279084;1,8206598110661678;257,93600821495056;MLP;1-Hour
11;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};5;437,957794225627;20,927441177211012;8,263057913314583;1,5604323774747682;288,37479543685913;MLP;1-Hour
11;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;430,92358544632594;20,758699030679306;8,005989971929296;1,5396816960650963;299,9812386035919;MLP;1-Hour
12;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};1;1266,6563151288633;35,59011541325573;19,72372728545301;8,149192563620849;186,35831451416016;MLP;1-Hour
12;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;1253,0727395582073;35,39876748642821;19,37606415478467;8,073459680204971;264,7120449542999;MLP;1-Hour
12;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};3;1257,55351817803;35,462001045880506;19,369580072918268;8,074324726790834;255,7905421257019;MLP;1-Hour
12;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};4;1254,978104115827;35,425670129382546;19,022277900538597;8,024640270310284;298,40974164009094;MLP;1-Hour
12;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;1244,6645469666742;35,279803669616335;19,117949778863135;8,0104943360749;310,7552704811096;MLP;1-Hour
12;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;1238,853359603247;35,197348758155734;19,0780735911718;8,02422407250643;340,54907298088074;MLP;1-Hour
4;{'activation': 'identity', 'alpha': 0,001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};1;6493,103273004941;80,57979444628127;23,809808330353746;9,038071820087618;211,3459403514862;MLP;1-Hour
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;6306,454829246845;79,41319052428787;28,650457793580586;9,387774723186972;228,47693419456482;MLP;1-Hour
4;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};3;5882,427414842837;76,69698439210525;24,494349397173437;9,018665177675668;209,01488184928894;MLP;1-Hour
4;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};4;5697,486679744675;75,48169764747395;26,69590137613443;9,195220943123955;224,26513528823853;MLP;1-Hour
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;5906,352350993174;76,85279663742351;26,72107454130935;9,17191196666214;267,15426898002625;MLP;1-Hour
4;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};6;5878,186242871278;76,66933052317125;26,600979552864942;9,168527826999169;309,9865839481354;MLP;1-Hour
13;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};1;46810,27081505655;216,3568136552592;88,00439394124578;4,261169153061714;184,31830048561096;MLP;1-Hour
13;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;45083,103403511705;212,3278206065133;83,4856569008316;4,158896840819308;243,9932725429535;MLP;1-Hour
13;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;43588,28349959028;208,77807236295263;71,95067542894776;3,941047783740122;235,45049142837524;MLP;1-Hour
